Warehouse location ID;Slot X;Slot Y;Article;Quantity
10;0;0;;0
10;1;0;;0
10;2;0;;0
10;3;0;;0
10;4;0;;0
21;0;0;;0
21;1;0;;0
21;2;0;;0
21;3;0;;0
21;4;0;;0
30;0;0;;0
30;1;0;;0
30;2;0;;0
30;3;0;;0
30;4;0;;0
39;0;0;;0
39;1;0;;0
39;2;0;;0
39;3;0;;0
39;4;0;;0
48;0;0;;0
48;1;0;;0
48;2;0;;0
48;3;0;;0
48;4;0;;0
63;0;0;;0
63;1;0;;0
63;2;0;;0
63;3;0;;0
63;4;0;;0
74;0;0;;0
74;1;0;;0
74;2;0;;0
74;3;0;;0
74;4;0;;0
83;0;0;;0
83;1;0;;0
83;2;0;;0
83;3;0;;0
83;4;0;;0
92;0;0;;0
92;1;0;;0
92;2;0;;0
92;3;0;;0
92;4;0;;0
101;0;0;;0
101;1;0;;0
101;2;0;;0
101;3;0;;0
101;4;0;;0
126;0;0;;0
126;1;0;;0
126;2;0;;0
126;3;0;;0
126;4;0;;0
130;0;0;;0
130;1;0;;0
130;2;0;;0
130;3;0;;0
130;4;0;;0
154;0;0;;0
154;1;0;;0
154;2;0;;0
154;3;0;;0
154;4;0;;0
163;0;0;;0
163;1;0;;0
163;2;0;;0
163;3;0;;0
163;4;0;;0
165;0;0;;0
165;1;0;;0
165;2;0;;0
165;3;0;;0
165;4;0;;0
167;0;0;;0
167;1;0;;0
167;2;0;;0
167;3;0;;0
167;4;0;;0
174;0;0;;0
174;1;0;;0
174;2;0;;0
174;3;0;;0
174;4;0;;0
176;0;0;;0
176;1;0;;0
176;2;0;;0
176;3;0;;0
176;4;0;;0
188;0;0;;0
188;1;0;;0
188;2;0;;0
188;3;0;;0
188;4;0;;0
194;0;0;;0
194;1;0;;0
194;2;0;;0
194;3;0;;0
194;4;0;;0
217;0;0;;0
217;1;0;;0
217;2;0;;0
217;3;0;;0
217;4;0;;0
221;0;0;;0
221;1;0;;0
221;2;0;;0
221;3;0;;0
221;4;0;;0
245;0;0;;0
245;1;0;;0
245;2;0;;0
245;3;0;;0
245;4;0;;0
254;0;0;;0
254;1;0;;0
254;2;0;;0
254;3;0;;0
254;4;0;;0
256;0;0;;0
256;1;0;;0
256;2;0;;0
256;3;0;;0
256;4;0;;0
258;0;0;;0
258;1;0;;0
258;2;0;;0
258;3;0;;0
258;4;0;;0
265;0;0;;0
265;1;0;;0
265;2;0;;0
265;3;0;;0
265;4;0;;0
267;0;0;;0
267;1;0;;0
267;2;0;;0
267;3;0;;0
267;4;0;;0
279;0;0;;0
279;1;0;;0
279;2;0;;0
279;3;0;;0
