Warehouse location ID;Slot X;Slot Y;Article;Quantity
7;0;0;;0
7;1;0;;0
7;2;0;;0
7;3;0;;0
7;4;0;;0
7;0;1;;0
7;1;1;;0
7;2;1;;0
7;3;1;;0
7;4;1;;0
7;0;2;;0
7;1;2;;0
7;2;2;;0
7;3;2;;0
7;4;2;;0
7;0;3;;0
7;1;3;;0
7;2;3;;0
7;3;3;;0
7;4;3;;0
19;0;0;;0
19;1;0;;0
19;2;0;;0
19;3;0;;0
19;4;0;;0
19;0;1;;0
19;1;1;;0
19;2;1;;0
19;3;1;;0
19;4;1;;0
19;0;2;;0
19;1;2;;0
19;2;2;;0
19;3;2;;0
19;4;2;;0
19;0;3;;0
19;1;3;;0
19;2;3;;0
19;3;3;;0
19;4;3;;0
27;0;0;;0
27;1;0;;0
27;2;0;;0
27;3;0;;0
27;4;0;;0
27;0;1;;0
27;1;1;;0
27;2;1;;0
27;3;1;;0
27;4;1;;0
27;0;2;;0
27;1;2;;0
27;2;2;;0
27;3;2;;0
27;4;2;;0
27;0;3;;0
27;1;3;;0
27;2;3;;0
27;3;3;;0
27;4;3;;0
35;0;0;;0
35;1;0;;0
35;2;0;;0
35;3;0;;0
35;4;0;;0
35;0;1;;0
35;1;1;;0
35;2;1;;0
35;3;1;;0
35;4;1;;0
35;0;2;;0
35;1;2;;0
35;2;2;;0
35;3;2;;0
35;4;2;;0
35;0;3;;0
35;1;3;;0
35;2;3;;0
35;3;3;;0
35;4;3;;0
43;0;0;;0
43;1;0;;0
43;2;0;;0
43;3;0;;0
43;4;0;;0
43;0;1;;0
43;1;1;;0
43;2;1;;0
43;3;1;;0
43;4;1;;0
43;0;2;;0
43;1;2;;0
43;2;2;;0
43;3;2;;0
43;4;2;;0
43;0;3;;0
43;1;3;;0
43;2;3;;0
43;3;3;;0
43;4;3;;0
51;0;0;;0
51;1;0;;0
51;2;0;;0
51;3;0;;0
51;4;0;;0
51;0;1;;0
51;1;1;;0
51;2;1;;0
51;3;1;;0
51;4;1;;0
51;0;2;;0
51;1;2;;0
51;2;2;;0
51;3;2;;0
51;4;2;;0
51;0;3;;0
51;1;3;;0
51;2;3;;0
51;3;3;;0
51;4;3;;0
74;0;0;;0
74;1;0;;0
74;2;0;;0
74;3;0;;0
74;4;0;;0
74;0;1;;0
74;1;1;;0
74;2;1;;0
74;3;1;;0
74;4;1;;0
74;0;2;;0
74;1;2;;0
74;2;2;;0
74;3;2;;0
74;4;2;;0
74;0;3;;0
74;1;3;;0
74;2;3;;0
74;3;3;;0
74;4;3;;0
75;0;0;;0
75;1;0;;0
75;2;0;;0
75;3;0;;0
75;4;0;;0
75;0;1;;0
75;1;1;;0
75;2;1;;0
75;3;1;;0
75;4;1;;0
75;0;2;;0
75;1;2;;0
75;2;2;;0
75;3;2;;0
75;4;2;;0
75;0;3;;0
75;1;3;;0
75;2;3;;0
75;3;3;;0
75;4;3;;0
85;0;0;;0
85;1;0;;0
85;2;0;;0
85;3;0;;0
85;4;0;;0
85;0;1;;0
85;1;1;;0
85;2;1;;0
85;3;1;;0
85;4;1;;0
85;0;2;;0
85;1;2;;0
85;2;2;;0
85;3;2;;0
85;4;2;;0
85;0;3;;0
85;1;3;;0
85;2;3;;0
85;3;3;;0
85;4;3;;0
92;0;0;;0
92;1;0;;0
92;2;0;;0
92;3;0;;0
92;4;0;;0
92;0;1;;0
92;1;1;;0
92;2;1;;0
92;3;1;;0
92;4;1;;0
92;0;2;;0
92;1;2;;0
92;2;2;;0
92;3;2;;0
92;4;2;;0
92;0;3;;0
92;1;3;;0
92;2;3;;0
92;3;3;;0
92;4;3;;0
97;0;0;;0
97;1;0;;0
97;2;0;;0
97;3;0;;0
97;4;0;;0
97;0;1;;0
97;1;1;;0
97;2;1;;0
97;3;1;;0
97;4;1;;0
97;0;2;;0
97;1;2;;0
97;2;2;;0
97;3;2;;0
97;4;2;;0
97;0;3;;0
97;1;3;;0
97;2;3;;0
97;3;3;;0
97;4;3;;0
101;0;0;;0
101;1;0;;0
101;2;0;;0
101;3;0;;0
101;4;0;;0
101;0;1;;0
101;1;1;;0
101;2;1;;0
101;3;1;;0
101;4;1;;0
101;0;2;;0
101;1;2;;0
101;2;2;;0
101;3;2;;0
101;4;2;;0
101;0;3;;0
101;1;3;;0
101;2;3;;0
101;3;3;;0
